Description,UnitsSold,Revenue,Orders,Customers,UnitsPerOrder
BISCUIT TIN VINTAGE GREEN,451,2911.27,126,92,3.5793650793650795
BISCUIT TIN VINTAGE LEAF,24,64.56,3,3,8.0
BISCUIT TIN VINTAGE RED,589,3823.21,162,120,3.6358024691358026
BISCUITS SMALL BOWL LIGHT BLUE,1256,632.26,173,49,7.2601156069364166
BLACK 3 BEAD DROP EARRINGS,14,40.96,9,1,1.5555555555555556
BLACK AND WHITE CAT BOWL,1363,2684.6499999999996,49,35,27.816326530612244
BLACK AND WHITE DOG BOWL,1198,2608.08,52,41,23.03846153846154
BLACK BAROQUE CARRIAGE CLOCK,51,432.78999999999996,35,5,1.457142857142857
BLACK BAROQUE WALL CLOCK ,84,783.68,36,10,2.3333333333333335
BLACK BIRD GARDEN DESIGN MUG,106,62.239999999999995,16,15,6.625
BLACK CANDELABRA T-LIGHT HOLDER,941,1106.88,89,30,10.573033707865168
BLACK CHAMPAGNE GLASS,1529,626.55,35,25,43.68571428571428
BLACK CHERRY LIGHTS,8,54.0,1,1,8.0
BLACK CHRISTMAS FLOCK DROPLET ,24,30.0,1,1,24.0
BLACK CHRISTMAS TREE 120CM,217,551.13,27,19,8.037037037037036
BLACK CHRISTMAS TREE 60CM,558,460.64,25,20,22.32
BLACK CHUNKY BEAD BRACELET W STRAP,22,199.67,18,7,1.2222222222222223
BLACK CRYSTAL DROP EARRINGS,12,35.27,7,2,1.7142857142857142
BLACK DIAMANTE EXPANDABLE RING,26,110.09,10,5,2.6
BLACK DIAMOND CLUSTER EARRINGS,3,8.82,3,0,1.0
BLACK DIAMOND CLUSTER NECKLACE,4,37.239999999999995,3,1,1.3333333333333333
BLACK DINER WALL CLOCK,66,625.6899999999999,44,24,1.5
BLACK DROP CRYSTAL NECKLACE,13,45.35000000000001,3,2,4.333333333333333
BLACK DROP EARRINGS W LONG BEADS,10,29.05,10,1,1.0
BLACK EAR MUFF HEADPHONES,48,318.19,28,13,1.7142857142857142
BLACK ENAMEL FLOWER RING,86,252.9,23,9,3.739130434782609
BLACK ENCHANTED FOREST PLACEMAT,698,1266.91,71,20,9.830985915492958
BLACK FEATHER CHRISTMAS DECORATION,96,18.240000000000002,7,7,13.714285714285714
BLACK FINE BEAD NECKLACE W TASSEL,6,35.44,6,1,1.0
BLACK FLOWER CANDLE PLATE,7,5.949999999999999,2,2,3.5
BLACK GEMSTONE BRACELET,4,29.98,4,3,1.0
BLACK GEMSTONE NECKLACE 45CM,5,63.480000000000004,5,4,1.0
BLACK GLASS BRACELET W HEART CHARMS,35,174.73000000000002,27,1,1.2962962962962963
BLACK GLASS/SHELL/PEARL NECKLACE,1,9.15,1,0,1.0
BLACK GRAND BAROQUE PHOTO FRAME,50,109.94,8,7,6.25
BLACK HEART CARD HOLDER,4871,12487.17,189,123,25.772486772486772
BLACK KITCHEN SCALES,520,4427.36,199,134,2.613065326633166
BLACK LOVE BIRD CANDLE,329,356.06,62,17,5.306451612903226
BLACK LOVE BIRD T-LIGHT HOLDER,186,332.14,29,10,6.413793103448276
BLACK MEDIUM GLASS CAKE STAND,19,38.69,8,8,2.375
BLACK MINI TAPE MEASURE ,623,625.8,112,11,5.5625
BLACK ORANGE SQUEEZER,138,57.96,21,13,6.571428571428571
BLACK PHOTO ALBUM ,15,7.5,3,3,5.0
BLACK PIRATE TREASURE CHEST,531,863.38,143,56,3.7132867132867133
BLACK RECORD COVER FRAME,11656,40652.13,375,140,31.082666666666668
BLACK SIL'T SQU CANDLE PLATE ,16,33.6,2,2,8.0
BLACK SILOUETTE CANDLE PLATE,137,116.44999999999999,20,18,6.85
BLACK SMALL GLASS CAKE STAND,61,54.99,12,12,5.083333333333333
BLACK SQUARE TABLE CLOCK,116,305.2,30,10,3.8666666666666667
BLACK STITCHED WALL CLOCK,711,749.94,42,20,16.928571428571427
BLACK SWEETHEART BRACELET,93,392.83,47,18,1.9787234042553192
BLACK TEA TOWEL CLASSIC DESIGN,827,748.08,128,68,6.4609375
BLACK VINT ART DEC CRYSTAL BRACELET,2,13.5,2,1,1.0
BLACK VINT ART DEC CRYSTAL NECKLACE,9,76.32,6,5,1.5
BLACK VINTAGE  CRYSTAL EARRINGS,12,45.0,7,6,1.7142857142857142
BLACK VINTAGE EARRINGS,36,149.41000000000003,31,0,1.1612903225806452
BLACK WINE GLASS,1672,699.96,19,12,88.0
BLACK+WHITE NECKLACE W TASSEL,17,127.24,9,5,1.8888888888888888
BLACK/BLUE POLKADOT UMBRELLA,1182,6909.990000000001,292,183,4.0479452054794525
BLACK/WHITE GLASS/SILVER BRACELET,11,100.08999999999999,7,3,1.5714285714285714
BLACKCHRISTMAS TREE 30CM,1,1.25,1,1,1.0
BLING KEY RING STAND,6,6.25,3,3,2.0
BLOND DOLL DOORSTOP,115,149.25,14,11,8.214285714285714
BLOSSOM  IMAGES NOTEBOOK SET,512,682.97,36,21,14.222222222222221
BLOSSOM IMAGES GIFT WRAP SET,798,747.7900000000001,133,84,6.0
BLOSSOM IMAGES SCRAP BOOK SET,1,4.95,1,1,1.0
BLUE  DIAMANTE PEN IN GIFT BOX,130,493.08,54,12,2.4074074074074074
BLUE  TILE HOOK,99,282.78999999999996,27,15,3.6666666666666665
BLUE  VOILE LAMPSHADE,86,234.5,9,7,9.555555555555555
BLUE & WHITE BREAKFAST TRAY,98,358.1,38,18,2.5789473684210527
BLUE 3 PIECE POLKADOT CUTLERY SET,1220,4504.5,108,80,11.296296296296296
BLUE BIRDHOUSE DECORATION,421,292.03,62,34,6.790322580645161
BLUE BLOSSOM HAIR CLIP,70,81.96000000000001,12,6,5.833333333333333
BLUE BREAKFAST CUP AND SAUCER ,4,11.8,3,2,1.3333333333333333
BLUE BUNNY EASTER EGG BASKET,157,230.24999999999997,3,3,52.333333333333336
BLUE CALCULATOR RULER,657,833.49,113,40,5.814159292035399
BLUE CAT BISCUIT BARREL PINK HEART,66,148.32,17,8,3.8823529411764706
BLUE CHARLIE+LOLA PERSONAL DOORSIGN,1041,583.23,111,77,9.378378378378379
BLUE CHECK BAG W HANDLE 34X20CM,17,14.11,5,5,3.4
BLUE CHENILLE SHAGGY CUSHION COVER ,43,43.15,12,8,3.5833333333333335
BLUE CIRCLES DESIGN MONKEY DOLL,66,175.73,28,11,2.357142857142857
BLUE CIRCLES DESIGN TEDDY,57,157.5,25,14,2.28
BLUE CLIMBING HYDRANGA ART FLOWER,38,52.5,3,3,12.666666666666666
BLUE COAT RACK PARIS FASHION,468,2266.1600000000003,154,106,3.038961038961039
BLUE CRUSOE CHECK LAMPSHADE,9,3.78,3,3,3.0
BLUE CRYSTAL BOOT PHONE CHARM,1,1.66,1,0,1.0
BLUE CUSHION COVER WITH FLOWER,58,381.78000000000003,29,9,2.0
BLUE DAISY MOBILE,172,138.76,12,9,14.333333333333334
BLUE DELPHINIUM ARTIFICIAL FLOWER,99,188.37000000000003,6,6,16.5
BLUE DINER WALL CLOCK,954,8189.29,365,179,2.6136986301369864
BLUE DISCO HANDBAG,32,66.75999999999999,11,10,2.909090909090909
BLUE DRAGONFLY HELICOPTER,65,524.5500000000001,45,28,1.4444444444444444
BLUE DRAWER KNOB ACRYLIC EDWARDIAN,1904,2593.53,195,77,9.764102564102565
BLUE DROP EARRINGS W BEAD CLUSTER,1,3.32,1,0,1.0
BLUE EASTER EGG HUNT START POST,11,25.81,6,4,1.8333333333333333
BLUE EGG  SPOON,1857,322.18,106,58,17.5188679245283
BLUE FELT EASTER EGG BASKET,365,610.4499999999999,71,60,5.140845070422535
BLUE FELT HANGING HEART W FLOWER,16,26.11,2,0,8.0
BLUE FELT HANGING HEART WITH FLOWER,75,50.57,30,1,2.5
BLUE FLOCK CUSHION COVER ,8,20.0,3,2,2.6666666666666665
BLUE FLOCK GLASS CANDLEHOLDER,644,259.96,10,9,64.4
BLUE FLOWER DES PURSE,44,43.66,6,6,7.333333333333333
BLUE FLY SWAT,179,156.63,66,31,2.712121212121212
BLUE GEISHA GIRL ,44,146.07999999999998,25,9,1.76
BLUE GIANT GARDEN THERMOMETER,450,2763.42,182,125,2.4725274725274726
BLUE GINGHAM ROSE CUSHION COVER,2,11.9,1,1,2.0
BLUE GLASS CHUNKY CHARM BRACELET,9,80.55,6,6,1.5
BLUE GLASS GEMS IN BAG,588,553.8299999999999,57,11,10.31578947368421
BLUE GREEN EMBROIDERY COSMETIC BAG,35,97.13,22,3,1.5909090909090908
BLUE HANGING GINGHAM EASTER HEN,32,13.44,5,5,6.4
BLUE HAPPY BIRTHDAY BUNTING,1992,10502.650000000001,390,228,5.107692307692307
BLUE HARMONICA IN BOX ,7879,10343.56,603,306,13.066334991708127
BLUE HEART COMPACT MIRROR,129,221.25,16,12,8.0625
BLUE HOLE PUNCH,13,16.25,7,7,1.8571428571428572
BLUE JUICY FRUIT PHOTO FRAME,93,264.06,39,23,2.3846153846153846
BLUE KNITTED EGG COSY,156,87.56,28,24,5.571428571428571
BLUE KNITTED HEN ,220,257.21999999999997,50,14,4.4
BLUE LEAVES AND BEADS PHONE CHARM,2,3.76,2,1,1.0
BLUE MONTE CARLO HANDBAG,24,46.8,1,1,24.0
BLUE MURANO TWIST BRACELET,39,164.12,15,5,2.6
BLUE MURANO TWIST NECKLACE,12,119.89,11,3,1.0909090909090908
BLUE NETTING STORAGE HANGER,8,15.6,6,6,1.3333333333333333
BLUE NEW BAROQUE CANDLESTICK CANDLE,449,536.41,35,20,12.82857142857143
BLUE NEW BAROQUE FLOCK CANDLESTICK,1,4.65,1,1,1.0
BLUE ORGANDY ROUND LAMPSHADE W BEA,12,10.2,4,4,3.0
BLUE OWL SOFT TOY,513,1539.8300000000002,115,62,4.460869565217391
BLUE PADDED SOFT MOBILE,1,4.25,1,1,1.0
BLUE PAINTED KASHMIRI CHAIR,3,149.85000000000002,1,1,3.0
BLUE PAISLEY JOURNAL ,253,663.7099999999999,79,50,3.2025316455696204
BLUE PAISLEY NOTEBOOK,56,92.39999999999999,23,21,2.4347826086956523
BLUE PAISLEY POCKET BOOK,307,272.02,62,44,4.951612903225806
BLUE PAISLEY SKETCHBOOK,123,517.22,63,46,1.9523809523809523
BLUE PAISLEY TISSUE BOX,672,322.18,91,75,7.384615384615385
BLUE PAPER PARASOL ,321,946.83,60,36,5.35
BLUE PARTY BAGS ,1480,2822.32,118,69,12.542372881355933
BLUE PATCH PURSE PINK HEART,244,386.32,41,16,5.951219512195122
BLUE POLKADOT BEAKER ,2844,1141.3999999999999,90,63,31.6
BLUE POLKADOT BOWL,3121,3984.37,322,149,9.692546583850932
BLUE POLKADOT CUP,3573,3112.81,325,149,10.993846153846153
BLUE POLKADOT EGG CUP ,1075,550.43,65,43,16.53846153846154
BLUE POLKADOT GARDEN PARASOL,200,1668.49,89,40,2.247191011235955
BLUE POLKADOT KIDS BAG,286,688.3,74,20,3.864864864864865
BLUE POLKADOT LUGGAGE TAG ,268,350.61,78,26,3.4358974358974357
BLUE POLKADOT PASSPORT COVER,309,466.99,95,28,3.2526315789473683
BLUE POLKADOT PLATE ,2282,3789.3199999999997,196,107,11.642857142857142
BLUE POLKADOT PUDDING BOWL,29,38.67,7,7,4.142857142857143
BLUE POLKADOT PURSE ,44,141.15,33,3,1.3333333333333333
BLUE POLKADOT WASHING UP GLOVES,414,935.1500000000001,148,91,2.7972972972972974
BLUE POLKADOT WRAP,6952,2819.84,217,175,32.036866359447004
BLUE POT PLANT CANDLE ,299,1060.9,68,35,4.397058823529412
BLUE PUDDING SPOON,1052,151.19,82,48,12.829268292682928
BLUE REFECTORY CLOCK ,174,1787.4099999999999,82,56,2.1219512195121952
BLUE RETRO KITCHEN WALL CLOCK,36,301.88,18,16,2.0
BLUE ROSE FABRIC MIRROR,598,710.95,90,34,6.644444444444445
BLUE ROSE PATCH PURSE PINK BUTTERFL,32,52.8,8,7,4.0
BLUE ROUND COMPACT MIRROR,97,152.18,18,11,5.388888888888889
BLUE SAVANNAH PICNIC HAMPER FOR 2,256,2393.5899999999997,124,16,2.064516129032258
BLUE SCANDINAVIAN PAISLEY WRAP,1000,420.0,39,36,25.641025641025642
BLUE SCOTTIE DOG W FLOWER PATTERN,180,431.72999999999996,49,21,3.673469387755102
BLUE SHARK HELICOPTER,2,15.9,2,2,1.0
BLUE SPOT CERAMIC DRAWER KNOB,4370,6141.29,374,158,11.684491978609625
BLUE SQUARE COMPACT MIRROR,51,63.75,8,8,6.375
BLUE STONES ON WIRE FOR CANDLE,404,33.75,17,16,23.764705882352942
BLUE STRIPE CERAMIC DRAWER KNOB,5285,7136.0,425,167,12.435294117647059
BLUE STRIPES SHOULDER BAG,9,7.469999999999999,3,2,3.0
BLUE SWEETHEART BRACELET,50,211.43,26,6,1.9230769230769231
BLUE TABLE RUN FLOWER,45,56.25,11,11,4.090909090909091
BLUE TEA TOWEL CLASSIC DESIGN,478,565.86,53,40,9.018867924528301
BLUE TEATIME PRINT BOWL ,10,12.5,2,2,5.0
BLUE TILED TRAY,8,54.0,4,4,2.0
BLUE TRAVEL FIRST AID KIT,41,67.50999999999999,14,7,2.9285714285714284
BLUE TV TRAY TABLE ,127,518.61,39,6,3.2564102564102564
BLUE VICTORIAN FABRIC OVAL BOX,925,388.57,100,29,9.25
BLUE VINTAGE SPOT BEAKER,5048,4747.62,222,125,22.73873873873874
BLUE WHITE PLASTIC RINGS LAMPSHADE,14,11.899999999999999,5,4,2.8
BLUE WIRE SPIRAL CANDLE HOLDER,12,82.57,6,5,2.0
BLUE/CREAM STRIPE CUSHION COVER ,623,771.15,99,41,6.292929292929293
BLUE/GREEN SHELL NECKLACE W PENDANT,2,11.46,2,1,1.0
BLUE/NAT SHELL NECKLACE W PENDANT,1,5.95,1,1,1.0
BLUE/YELLOW CERAMIC CANDLE HOLDER,4,6.6,1,1,4.0
BLUE/YELLOW FLOWER DESIGN BIG MUG,31,16.77,12,12,2.5833333333333335
BOHEMIAN COLLAGE STATIONERY SET,635,1080.82,211,80,3.009478672985782
BOOM BOX SPEAKER BOYS,301,1301.55,101,40,2.98019801980198
BOOM BOX SPEAKER GIRLS,564,1172.48,90,31,6.266666666666667
BOOZE & WOMEN GREETING CARD ,504,214.19,58,29,8.689655172413794
BOTANICAL GARDENS WALL CLOCK ,262,5843.92,83,70,3.1566265060240966
BOTANICAL LAVENDER BIRTHDAY CARD,504,225.59,80,28,6.3
BOTANICAL LAVENDER GIFT WRAP ,475,199.5,19,19,25.0
BOTANICAL LILY GIFT WRAP,250,105.0,7,6,35.714285714285715
BOTANICAL LILY GREETING CARD,427,181.98,60,28,7.116666666666666
BOTANICAL ROSE GIFT WRAP,725,304.5,28,27,25.892857142857142
BOTANICAL ROSE GREETING CARD,337,141.95,22,20,15.318181818181818
BOTTLE BAG RETROSPOT ,1330,2171.53,207,83,6.42512077294686
BOUDOIR SQUARE TISSUE BOX,1994,1003.19,172,98,11.593023255813954
BOX OF 24 COCKTAIL PARASOLS,7908,4329.48,583,209,13.564322469982848
BOX OF 6 ASSORTED COLOUR TEASPOONS,558,2389.52,210,48,2.657142857142857
BOX OF 6 CHRISTMAS CAKE DECORATIONS,1875,7356.18,220,136,8.522727272727273
BOX OF 6 MINI 50'S CRACKERS,3739,9266.84,403,300,9.277915632754343
BOX OF 6 MINI VINTAGE CRACKERS,3811,9167.390000000001,376,270,10.13563829787234
BOX OF 9 PEBBLE CANDLES,486,988.18,103,56,4.718446601941747
BOX OF VINTAGE ALPHABET BLOCKS,1342,13931.31,267,174,5.02621722846442
BOX OF VINTAGE JIGSAW BLOCKS ,939,5248.21,235,165,3.9957446808510637
BOX/12 CHICK & EGG IN BASKET,123,223.10999999999999,41,37,3.0
BOXED GLASS ASHTRAY,4,9.94,4,0,1.0
BOYS ALPHABET IRON ON PATCHES,1975,546.04,99,5,19.949494949494948
BOYS PARTY BAG,47,150.54999999999998,11,0,4.2727272727272725
BOYS VINTAGE TIN SEASIDE BUCKET,1441,3913.72,244,112,5.905737704918033
BREAD BIN DINER STYLE IVORY,901,14329.539999999999,375,214,2.4026666666666667
BREAD BIN DINER STYLE MINT,321,5001.83,128,79,2.5078125
BREAD BIN DINER STYLE PINK,324,5225.4,128,68,2.53125
BREAD BIN DINER STYLE RED ,665,10676.619999999999,278,158,2.3920863309352516
"BREAD BIN, DINER STYLE, IVORY",4,59.8,1,1,4.0
"BREAD BIN, DINER STYLE, MINT",4,59.8,1,1,4.0
BRIGHT BLUES RIBBONS ,551,702.41,109,85,5.055045871559633
BROCADE RING PURSE ,23056,6036.39,239,136,96.46861924686192
BROCANTE COAT RACK,220,2025.96,60,33,3.6666666666666665
BROCANTE SHELF WITH HOOKS,162,1781.82,76,64,2.1315789473684212
BROWN  PIRATE TREASURE CHEST ,416,996.8,146,26,2.8493150684931505
BROWN CHECK CAT DOORSTOP ,290,1421.11,138,79,2.101449275362319
BROWN KUKUI COCONUT SEED NECKLACE,77,91.7,11,8,7.0
BROWN VINTAGE VICTORIAN EARRINGS,2,5.8,2,0,1.0
BUBBLEGUM RING ASSORTED,12050,4997.28,245,146,49.183673469387756
BUFFALO BILL TREASURE BOOK BOX,1930,4097.28,175,109,11.028571428571428
BUFFALO BILL WALL ART ,248,852.72,16,15,15.5
BULL DOG BOTTLE OPENER,874,4764.5,264,129,3.3106060606060606
BULL DOG BOTTLE TOP WALL CLOCK,201,1733.57,82,60,2.451219512195122
BUNDLE OF 3 ALPHABET EXERCISE BOOKS,3533,6142.289999999999,345,224,10.240579710144928
BUNDLE OF 3 RETRO EXERCISE BOOKS,60,98.99999999999999,5,5,12.0
BUNDLE OF 3 RETRO NOTE BOOKS,2158,3557.9399999999996,276,178,7.818840579710145
BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,1702,2761.8999999999996,202,145,8.425742574257425
BUNNY DECORATION MAGIC GARDEN,670,593.14,113,54,5.929203539823009
BUNNY EGG BOX,183,228.75,26,24,7.038461538461538
BUNNY EGG GARLAND,528,269.17,78,32,6.769230769230769
BUNNY WOODEN PAINTED WITH BIRD ,1001,778.63,147,81,6.809523809523809
BUNNY WOODEN PAINTED WITH FLOWER ,568,432.46,101,54,5.623762376237623
"BUNTING , SPOTTY ",146,634.7,7,7,20.857142857142858
BUTTERFLIES STICKERS,634,573.36,110,45,5.763636363636364
BUTTERFLY CROCHET FOOD COVER,148,572.23,66,43,2.242424242424242
BUTTERFLY CUSHION COVER,8,30.0,2,2,4.0
BUTTERFLY HAIR BAND,38,95.41999999999999,21,4,1.8095238095238095
BUTTON BOX ,1877,3380.45,250,73,7.508
BUTTONS AND STRIPES NOTEBOOK ,13,48.75,7,7,1.8571428571428572
CABIN BAG VINTAGE PAISLEY,99,2010.12,34,15,2.911764705882353
CABIN BAG VINTAGE RETROSPOT,247,4674.62,68,31,3.6323529411764706
CACTI T-LIGHT CANDLES,5353,2292.34,143,84,37.43356643356643
CAKE PLATE LOVEBIRD PINK,441,1821.6100000000001,78,34,5.653846153846154
CAKE PLATE LOVEBIRD WHITE,1057,3880.2,222,104,4.761261261261262
CAKE SHOP  STICKER SHEET,57,48.449999999999996,8,8,7.125
CAKE STAND 3 TIER MAGIC GARDEN,308,3624.5999999999995,88,67,3.5
CAKE STAND LACE WHITE,1,4.25,1,1,1.0
CAKE STAND LOVEBIRD 2 TIER PINK,131,1104.54,51,37,2.5686274509803924
CAKE STAND LOVEBIRD 2 TIER WHITE,232,1859.2,86,64,2.697674418604651
CAKE STAND VICTORIAN FILIGREE LARGE,56,471.86,35,3,1.6
CAKE STAND VICTORIAN FILIGREE MED,322,1916.01,129,16,2.496124031007752
CAKE STAND VICTORIAN FILIGREE SMALL,374,1430.48,122,30,3.0655737704918034
CAKE STAND WHITE TWO TIER LACE,343,2471.39,101,71,3.396039603960396
CAKES AND BOWS GIFT  TAPE,1166,413.76,93,43,12.53763440860215
CAKES AND RABBITS DESIGN FLANNEL ,119,134.48999999999998,50,7,2.38
"CAKESTAND, 3 TIER, LOVEHEART",2,19.9,1,1,2.0
CALENDAR FAMILY FAVOURITES,193,550.6,59,21,3.2711864406779663
CALENDAR IN SEASON DESIGN,582,1505.24,110,50,5.290909090909091
CALENDAR PAPER CUT DESIGN,1838,5479.06,271,162,6.782287822878229
CAMOUFLAGE DESIGN TEDDY,1631,3448.05,36,17,45.30555555555556
CAMOUFLAGE DOG COLLAR,1,12.72,1,0,1.0
CAMOUFLAGE EAR MUFF HEADPHONES,54,373.57,27,12,2.0
CAMOUFLAGE LED TORCH,2726,4594.43,168,87,16.226190476190474
CAMPHOR WOOD PORTOBELLO MUSHROOM,184,254.32999999999998,50,22,3.68
CANDLE HOLDER SILVER MADELINE,196,325.15999999999997,20,17,9.8
CANDLE PLATE LACE WHITE,193,416.59999999999997,56,18,3.4464285714285716
CANDLEHOLDER PINK HANGING HEART,2262,6471.240000000001,398,222,5.683417085427136
CANDY HEART HANGING DECORATION,1318,690.52,62,30,21.258064516129032
CANDY SHOP  STICKER SHEET,195,179.45999999999998,33,19,5.909090909090909
CANDY SPOT BUNNY,14,41.300000000000004,5,5,2.8
CANDY SPOT CUSHION COVER,339,1129.99,125,7,2.712
CANDY SPOT EGG WARMER HARE,708,475.18,88,20,8.045454545454545
CANDY SPOT EGG WARMER RABBIT,641,242.32,90,29,7.122222222222222
CANDY SPOT HAND BAG,259,534.83,51,18,5.078431372549019
CANDY SPOT HEART DECORATION,146,122.08,50,8,2.92
CANDY SPOT TEA COSY,27,40.05,2,2,13.5
CANNABIS LEAF BEAD CURTAIN,36,30.599999999999998,2,2,18.0
CANNISTER VINTAGE LEAF DESIGN,12,23.4,2,2,6.0
CAPIZ CHANDELIER,1,29.95,1,1,1.0
CARAVAN SQUARE TISSUE BOX,1446,804.65,153,96,9.450980392156863
CARD BILLBOARD FONT,5302,2261.6,443,223,11.968397291196387
CARD BIRTHDAY COWBOY,3487,1415.73,225,125,15.497777777777777
CARD CAT AND TREE ,1657,727.31,168,70,9.863095238095237
CARD CHRISTMAS VILLAGE,3657,1560.48,244,151,14.987704918032787
CARD CIRCUS PARADE,3213,1365.95,288,167,11.15625
CARD DOG AND BALL ,1229,535.78,131,69,9.381679389312977
CARD DOLLY GIRL ,4483,1842.36,312,141,14.368589743589743
CARD GINGHAM ROSE ,2717,1106.17,163,91,16.66871165644172
CARD HOLDER GINGHAM HEART,687,2149.31,175,110,3.9257142857142857
CARD HOLDER LOVE BIRD LARGE ,232,1460.5,84,70,2.761904761904762
CARD HOLDER LOVE BIRD SMALL,332,1355.24,72,61,4.611111111111111
CARD I LOVE LONDON ,3501,1462.56,217,109,16.13364055299539
CARD MOTORBIKE SANTA,4023,1706.8799999999999,266,158,15.12406015037594
CARD PARTY GAMES ,2141,893.51,235,75,9.11063829787234
CARD PSYCHEDELIC APPLES,2640,1123.8799999999999,268,79,9.850746268656716
CARD SUKI BIRTHDAY,2639,1114.81,290,79,9.1
CARD WEDDING DAY,1543,645.64,130,78,11.86923076923077
CARDHOLDER GINGHAM CHRISTMAS TREE,413,1509.41,86,53,4.8023255813953485
CARDHOLDER GINGHAM STAR,379,1212.82,79,46,4.7974683544303796
CARDHOLDER HOLLY WREATH METAL,658,3021.12,135,79,4.874074074074074
CARNIVAL BRACELET,44,558.03,26,6,1.6923076923076923
CAROUSEL DESIGN WASHBAG,108,199.84,50,26,2.16
CAROUSEL PONIES BABY BIB,33,14.37,12,10,2.75
CARRIAGE,142,7051.0,141,29,1.0070921985815602
CARROT CHARLIE+LOLA COASTER SET,472,774.55,126,63,3.746031746031746
CARTOON  PENCIL SHARPENERS,3821,283.31,64,43,59.703125
CAST IRON HOOK GARDEN FORK,523,1421.83,23,12,22.73913043478261
CAST IRON HOOK GARDEN TROWEL,386,1018.19,25,12,15.44
CAT AND BIRD WALL ART,270,323.64,4,3,67.5
CAT BOWL VINTAGE CREAM,472,1655.96,116,76,4.068965517241379
CAT WITH SUNGLASSES BLANK CARD,5,0.95,1,1,5.0
CD WALL TIDY BLUE OFFICE,103,40.379999999999995,8,2,12.875
CD WALL TIDY RED FLOWERS,163,61.05,8,4,20.375
CERAMIC BIRDHOUSE CRESTED TIT SMALL,79,253.53000000000003,22,13,3.590909090909091
CERAMIC BOWL WITH LOVE HEART DESIGN,588,682.01,73,43,8.054794520547945
CERAMIC BOWL WITH STRAWBERRY DESIGN,590,1388.1000000000001,120,56,4.916666666666667
CERAMIC CAKE BOWL + HANGING CAKES,717,2126.3900000000003,134,47,5.350746268656716
CERAMIC CAKE DESIGN SPOTTED MUG,1456,2214.08,187,78,7.786096256684492
CERAMIC CAKE DESIGN SPOTTED PLATE,820,1313.28,115,51,7.130434782608695
CERAMIC CAKE STAND + HANGING CAKES,564,5127.24,154,106,3.6623376623376624
CERAMIC CHERRY CAKE MONEY BANK,2223,3000.02,276,146,8.054347826086957
CERAMIC HEART FAIRY CAKE MONEY BANK,2363,4721.73,351,161,6.732193732193732
CERAMIC LOVE HEART MONEY BANK,732,466.18,45,34,16.266666666666666
CERAMIC PIRATE CHEST MONEY BANK,860,1333.75,143,78,6.013986013986014
CERAMIC PLATE STRAWBERRY DESIGN,584,667.92,61,46,9.573770491803279
CERAMIC STRAWBERRY CAKE MONEY BANK,4168,5695.7699999999995,390,185,10.687179487179487
CERAMIC STRAWBERRY DESIGN MUG,1790,2094.24,173,85,10.346820809248555
CERAMIC STRAWBERRY MONEY BOX,977,2515.52,114,38,8.570175438596491
CERAMIC STRAWBERRY TRINKET TRAY,137,350.46999999999997,69,11,1.9855072463768115
CHALKBOARD KITCHEN ORGANISER,11,366.73,8,3,1.375
CHAMBRE HOOK,132,184.67999999999998,25,18,5.28
CHAMPAGNE TRAY BLANK CARD,8,1.52,2,2,4.0
CHARLIE & LOLA WASTEPAPER BIN BLUE,667,852.04,86,60,7.755813953488372
CHARLIE & LOLA WASTEPAPER BIN FLORA,996,1323.37,118,84,8.440677966101696
CHARLIE + LOLA BISCUITS TINS,555,1657.87,118,38,4.703389830508475
CHARLIE + LOLA RED HOT WATER BOTTLE,939,2430.44,255,106,3.6823529411764704
CHARLIE AND LOLA CHARLOTTE BAG,65,162.20999999999998,27,7,2.4074074074074074
CHARLIE AND LOLA FIGURES TINS,1523,3587.19,214,96,7.116822429906542
CHARLIE AND LOLA TABLE TINS,538,1230.78,84,44,6.404761904761905
CHARLIE LOLA BLUE HOT WATER BOTTLE ,305,1457.0,143,29,2.132867132867133
CHARLIE+LOLA MY ROOM DOOR SIGN,403,249.48999999999998,84,58,4.7976190476190474
CHARLIE+LOLA PINK HOT WATER BOTTLE,1005,3390.88,313,78,3.2108626198083066
CHARLIE+LOLA RED HOT WATER BOTTLE ,432,1977.79,165,34,2.618181818181818
"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",683,428.0,105,62,6.504761904761905
CHARLOTTE BAG ALPHABET  DESIGN,400,320.5,22,22,18.181818181818183
CHARLOTTE BAG APPLES DESIGN,7976,7741.94,583,199,13.680960548885077
CHARLOTTE BAG DOLLY GIRL DESIGN,5214,4231.95,415,172,12.563855421686746
CHARLOTTE BAG PINK POLKADOT,9719,11420.289999999999,742,220,13.098382749326145
CHARLOTTE BAG SUKI DESIGN,18152,29277.95,882,249,20.58049886621315
CHARLOTTE BAG VINTAGE ALPHABET ,5459,5407.58,445,192,12.26741573033708
CHERRY BLOSSOM  DECORATIVE FLASK,380,1576.96,126,79,3.015873015873016
CHERRY BLOSSOM CANVAS ART PICTURE,41,97.95,6,5,6.833333333333333
CHERRY BLOSSOM DECORATIVE FLASK,195,785.95,69,48,2.8260869565217392
CHERRY BLOSSOM LUGGAGE TAG,73,95.17999999999999,33,5,2.212121212121212
CHERRY BLOSSOM PASSPORT COVER,194,243.53,71,19,2.732394366197183
CHERRY BLOSSOM PURSE,20,49.69,16,1,1.25
